epoch,train_loss,validation_loss
1,1.002096923115926,0.8464007616043091
2,0.997844785069808,0.8491949170827866
3,0.9968547572692236,0.8467529475688934
4,0.9956174936050024,0.8476518198847771
5,0.9942208219033021,0.8488854587078094
